DATAFLOW,FREQ,RESIDENCE_TERR,DATA_TYPE,TYPE_TRIP,MAIN_DESTINATION,MAIN_TYPE_ACCOMMODATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_RESIDENCE_TERR,NOTE_DATA_TYPE,NOTE_TYPE_TRIP,NOTE_MAIN_DESTINATION,NOTE_MAIN_TYPE_ACCOMMODATION,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2020-Q1,443,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2020-Q2,327,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2020-Q3,470,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2020-Q4,319,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2021-Q1,263,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2021-Q2,375,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2021-Q3,560,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2021-Q4,406,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2022-Q1,405,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2022-Q2,413,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2022-Q3,646,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2022-Q4,413,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2023-Q1,439,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2023-Q2,442,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2023-Q3,715,,,,,,,,,,,
IT1:68_265_DF_DCCV_VIAGGI_SPESE_CAPI_3(1.0),Q,IT,EXP_AV_TOT,HOL,TOTAL,5,2023-Q4,571,,,,,,,,,,,
